time,connectivity
23:56:18,"[1,0,0,0,1,0,1]"
23:56:19,"[1,0,0,0,1,0,1]"
23:56:23,"[1,0,0,0,1,0,1]"
23:56:23,"[1,0,0,0,1,0,1]"
23:56:24,"[1,0,0,0,1,0,1]"
23:56:28,"[1,0,0,0,1,0,1]"
23:56:28,"[1,0,0,0,1,0,1]"
23:56:29,"[1,0,0,0,1,0,1]"
23:56:33,"[1,0,0,0,1,0,1]"
23:56:33,"[1,0,0,0,1,0,1]"
23:56:34,"[1,0,0,0,1,0,1]"
23:56:38,"[1,0,0,0,1,0,1]"
23:56:38,"[1,0,0,0,1,0,1]"
23:56:39,"[1,0,0,0,1,0,1]"
23:56:43,"[1,0,0,0,1,0,1]"
23:56:43,"[1,0,0,0,1,0,1]"
23:56:44,"[1,0,0,0,1,0,1]"
23:56:48,"[1,0,0,0,1,0,1]"
23:56:48,"[1,0,0,0,1,0,1]"
23:56:49,"[1,0,0,0,1,0,1]"
23:56:53,"[1,0,0,0,1,0,1]"
23:56:53,"[1,0,0,0,1,0,1]"
23:56:54,"[1,0,0,0,1,0,1]"
23:56:58,"[1,0,0,0,1,0,1]"
23:56:58,"[1,0,0,0,1,0,1]"
23:56:59,"[1,0,0,0,1,0,1]"
23:57:03,"[1,0,0,0,1,0,1]"
23:57:04,"[1,0,0,0,1,0,1]"
23:57:07,"[1,0,0,0,1,0,1]"
23:57:09,"[1,0,0,0,1,0,1]"
23:57:12,"[0,0,0,0,1,0,1]"
23:57:14,"[0,0,0,0,1,0,1]"
23:57:17,"[0,0,0,0,1,0,1]"
23:57:19,"[0,0,0,0,1,0,1]"
23:57:22,"[0,0,0,0,1,0,1]"
23:57:24,"[0,0,0,0,1,0,1]"
23:57:27,"[0,0,0,0,1,0,1]"
23:57:29,"[0,0,0,0,1,0,1]"
23:57:32,"[0,0,0,0,1,0,1]"
23:57:34,"[0,0,0,0,1,0,1]"
23:57:37,"[0,0,0,0,1,0,1]"
23:57:39,"[0,0,0,0,1,0,1]"
23:57:42,"[0,0,0,0,1,0,1]"
23:57:44,"[0,0,0,0,1,0,1]"
23:57:47,"[0,0,0,0,1,0,1]"
23:57:49,"[0,0,0,0,1,0,1]"
23:57:52,"[0,0,0,0,1,0,1]"
23:57:54,"[0,0,0,0,1,0,1]"
23:57:56,"[1,0,0,0,1,0,1]"
23:57:56,"[1,0,0,0,1,0,1]"
23:57:59,"[1,0,0,0,1,0,1]"
23:58:01,"[1,0,0,0,1,0,1]"
23:58:01,"[1,0,0,0,1,0,1]"
23:58:04,"[1,0,0,0,1,0,1]"
23:58:09,"[0,0,0,0,0,0,1]"
23:58:14,"[0,0,0,0,0,0,1]"
23:58:19,"[0,0,0,0,0,0,1]"
23:58:24,"[0,0,0,0,0,0,1]"
23:58:29,"[0,0,1,0,0,0,1]"
23:58:34,"[0,0,1,0,0,0,1]"
23:58:39,"[0,0,1,0,0,0,1]"
23:58:44,"[0,0,1,0,0,0,1]"
23:58:49,"[0,0,1,0,0,0,1]"
23:58:51,"[0,0,1,0,0,0,1]"
23:58:54,"[0,0,1,0,0,0,1]"
23:58:56,"[0,0,1,0,0,0,1]"
23:58:59,"[0,0,1,0,0,0,1]"
23:59:01,"[0,0,1,0,0,0,1]"
23:59:04,"[0,0,1,0,0,0,1]"
23:59:06,"[0,0,1,0,0,0,1]"
23:59:09,"[0,0,1,0,0,0,1]"
23:59:11,"[0,0,1,0,0,0,1]"
23:59:14,"[0,0,1,0,0,0,1]"
23:59:16,"[0,0,1,0,0,0,1]"
23:59:19,"[0,0,1,0,0,0,1]"
23:59:21,"[0,0,1,0,0,0,1]"
23:59:26,"[0,0,1,0,0,0,1]"
23:59:29,"[0,0,1,0,0,0,1]"
23:59:31,"[0,0,1,0,0,0,1]"
23:59:34,"[0,0,1,0,0,0,1]"
23:59:39,"[0,0,1,0,0,0,1]"
23:59:44,"[0,0,1,0,0,0,1]"
23:59:48,"[0,0,1,0,0,0,1]"
23:59:49,"[0,0,1,0,0,0,1]"
23:59:53,"[0,0,1,0,0,0,1]"
23:59:54,"[0,0,1,0,0,0,1]"
23:59:58,"[0,0,1,0,0,0,1]"
23:59:59,"[0,0,1,0,0,0,1]"
